chrom scaffold Cposition position mean p0025 p0500 p0975
Herato06 Herato0601 1425001.0 1425000.0 0.08120246681 0.07523943815 0.080834636414 0.08762646468
Herato06 Herato0601 1475001.0 1475000.0 0.0742381725 0.07159651886 0.07397323616 0.07860566446
Herato06 Herato0601 1525001.0 1525000.0 0.054364360816 0.0496080384602 0.054730006002 0.060190258552
Herato06 Herato0601 1575001.0 1575000.0 0.0403203821482 0.0384099907958 0.0401104615162 0.043651855688
Herato06 Herato0601 1625001.0 1625000.0 0.035862646696 0.029474848804 0.035453516862 0.04433971536
Herato06 Herato0601 1675001.0 1675000.0 0.033038475952 0.0312890857952 0.033283944044 0.034678761852
Herato06 Herato0601 1725001.0 1725000.0 0.0212281468468 0.0190865968166 0.020946559657 0.0245271629728
Herato06 Herato0601 1775001.0 1775000.0 0.0244733775616 0.0204037186296 0.024084886534 0.02957111077
Herato06 Herato0601 1825001.0 1825000.0 0.03303606764 0.02586433928 0.0318933345 0.04691011208
Herato06 Herato0601 1875001.0 1875000.0 0.018275310044 0.0157937815698 0.018111105982 0.022088069306
Herato06 Herato0601 1925001.0 1925000.0 0.018038856034 0.0160040085761 0.017854893688 0.0208127165282
Herato06 Herato0601 1975001.0 1975000.0 0.026683684048 0.0239982975484 0.026598727148 0.029565170134
Herato06 Herato0601 2025001.0 2025000.0 0.01986913506 0.0182855278732 0.0197365507932 0.0215160017
Herato06 Herato0601 2075001.0 2075000.0 0.0404721567748 0.0310461151476 0.0397500984958 0.0538444292668
Herato06 Herato0601 2125001.0 2125000.0 0.062998032648 0.058095082286 0.062736886326 0.069606277178
Herato06 Herato0601 2175001.0 2175000.0 0.0731465125 0.06967526798 0.07257334062 0.0785248254
Herato06 Herato0601 2225001.0 2225000.0 0.058387246246 0.05408036986 0.058309776396 0.062510006822
Herato06 Herato0601 2275001.0 2275000.0 0.0647031728 0.06039994464 0.0645681813 0.06940819474
Herato06 Herato0601 2325001.0 2325000.0 0.07537464406 0.07149201404 0.07557772932 0.07794072136
Herato06 Herato0601 2375001.0 2375000.0 0.0692248675 0.06570050612 0.06967549548 0.07139680468
Herato06 Herato0601 2425001.0 2425000.0 0.071630543772 0.066469635974 0.071722305832 0.076104130736
Herato06 Herato0601 2475001.0 2475000.0 0.078629155212 0.070199113566 0.077973982878 0.08834719082
Herato06 Herato0601 2525001.0 2525000.0 0.06761883528 0.0647134164 0.06749312004 0.07006429602
Herato06 Herato0601 2575001.0 2575000.0 0.05434792698 0.051485722912 0.05413985754 0.05758741046
Herato06 Herato0601 2625001.0 2625000.0 0.06076950266 0.05691094551 0.06092970462 0.06529072262
Herato06 Herato0601 2675001.0 2675000.0 0.074068638022 0.0670228099798 0.07400293086 0.081355864518
Herato06 Herato0601 2725001.0 2725000.0 0.07110465308 0.053073422258 0.071835051028 0.091164433712
Herato06 Herato0601 2775001.0 2775000.0 0.0250299092417 0.0226319083646 0.0249668522212 0.0276221689754
Herato06 Herato0601 2825001.0 2825000.0 0.02377942808 0.021791826266 0.023745923796 0.025526483628
Herato06 Herato0601 2875001.0 2875000.0 0.0244380492308 0.0218252992966 0.0243101700572 0.0284398961026
Herato06 Herato0601 2925001.0 2925000.0 0.0270707777651 0.0219856586084 0.0265159130289 0.0370890957684
Herato06 Herato0601 2975001.0 2975000.0 0.0497707546662 0.0433047853006 0.0496533639114 0.05616500152
Herato06 Herato0601 3025001.0 3025000.0 0.080796891498 0.072825749154 0.080407826602 0.091556698088
Herato06 Herato0601 3075001.0 3075000.0 0.050676315122 0.0457653912972 0.0508999891556 0.056203971328
Herato06 Herato0601 3125001.0 3125000.0 0.0340161835662 0.0325025429501 0.0339891774515 0.0363237760478
Herato06 Herato0601 3175001.0 3175000.0 0.0548350765582 0.0466899394247 0.0548516558236 0.063206042841
Herato06 Herato0601 3225001.0 3225000.0 0.07284379514 0.06846669888 0.07264408552 0.07734023732
Herato06 Herato0601 3275001.0 3275000.0 0.064683356904 0.0572967895976 0.0645884754398 0.07356848898
Herato06 Herato0601 3325001.0 3325000.0 0.0922936985 0.077327821162 0.092374698938 0.11051968252
Herato06 Herato0601 3375001.0 3375000.0 0.095631736426 0.0790917775442 0.09518599544 0.115513168656
Herato06 Herato0601 3425001.0 3425000.0 0.0731673863228 0.0654971942022 0.073660272442 0.080252933752
Herato06 Herato0601 3475001.0 3475000.0 0.075651999728 0.069140452896 0.075719239104 0.0833114769
Herato06 Herato0601 3525001.0 3525000.0 0.07029467372 0.062395973484 0.070082460344 0.07992111274
Herato06 Herato0601 3575001.0 3575000.0 0.074967885898 0.066578681012 0.07502924856 0.083881233268
Herato06 Herato0601 3625001.0 3625000.0 0.08795049312 0.08316867548 0.08892582514 0.09074270824
Herato06 Herato0601 3675001.0 3675000.0 0.0556347763812 0.0496734755836 0.0554631076536 0.063026059334
Herato06 Herato0601 3725001.0 3725000.0 0.0569851820696 0.0479967080151 0.0566726564357 0.0696502629008
Herato06 Herato0601 3775001.0 3775000.0 0.063636527258 0.054893718458 0.063449925596 0.073155340312
Herato06 Herato0601 3825001.0 3825000.0 0.0761404006 0.0727895524 0.0763999449 0.0787025169
Herato06 Herato0601 3875001.0 3875000.0 0.07466569396 0.07137974584 0.07492021134 0.07717818654
Herato06 Herato0601 3925001.0 3925000.0 0.11858816366 0.1128407292 0.11890558184 0.12204848464
Herato06 Herato0601 3975001.0 3975000.0 0.1334970516 0.1269411924 0.1339978788 0.136794882
Herato06 Herato0601 4025001.0 4025000.0 0.165745792 0.152317056 0.168658048 0.171934336
Herato06 Herato0601 4075001.0 4075000.0 0.14295987678 0.13458205366 0.1417771827 0.15546071412
Herato06 Herato0601 4125001.0 4125000.0 0.130574699553 0.107774860908 0.127926389992 0.169288742921
Herato06 Herato0601 4175001.0 4175000.0 0.0992207174136 0.0886138520314 0.102675236834 0.110020437716
Herato06 Herato0601 4225001.0 4225000.0 0.1905016344 0.1892058336 0.1899908808 0.1945971216
Herato06 Herato0601 4275001.0 4275000.0 0.1401783788 0.1330034686 0.1394290258 0.1477511024
Herato06 Herato0601 4325001.0 4325000.0 0.080026929026 0.071237813824 0.079493330302 0.090354570088
Herato06 Herato0601 4375001.0 4375000.0 0.120700275317 0.109475859523 0.12018717828 0.132725849143
Herato06 Herato0601 4425001.0 4425000.0 0.140013243 0.1332463608 0.1395028362 0.1486088052
Herato06 Herato0601 4475001.0 4475000.0 0.1241926566 0.116127877488 0.1238555664 0.1321602808
Herato06 Herato0601 4525001.0 4525000.0 0.152800809032 0.131082413565 0.15322232944 0.166743193656
Herato06 Herato0601 4566717.0 4575000.0 0.0638833550191 0.0418721397254 0.0521419011217 0.0895664687724
Herato06 Herato0602 4601042.0 25000.0 0.115917695451 0.104596763602 0.113679455304 0.133783741879
Herato06 Herato0603 4629615.0 25000.0 0.0488122692448 0.0439101058008 0.0483529861364 0.0537540423203
Herato06 Herato0604 4654071.5 25000.0 0.0454974214505 0.0387905627617 0.0452380200867 0.0541047476189
Herato06 Herato0605 4692564.0 25000.0 0.05083228508 0.04739711298 0.0507290264 0.0553615478
Herato06 Herato0605 4742564.0 75000.0 0.09537741908 0.08659330988 0.09483625018 0.10860341218
Herato06 Herato0605 4792564.0 125000.0 0.1222165683 0.11430759384 0.12056719192 0.1368712854
Herato06 Herato0605 4821408.0 175000.0 0.192890065036 0.182983860562 0.192313435224 0.204126953694
Herato06 Herato0606 4850253.0 25000.0 0.05878455631 0.056862365138 0.058528026008 0.061541450528
Herato06 Herato0606 4900253.0 75000.0 0.0632326042 0.05812527402 0.0630965106 0.06601583496
Herato06 Herato0606 4950253.0 125000.0 0.05662900162 0.05002526756 0.05584586842 0.07138318908
Herato06 Herato0606 5000253.0 175000.0 0.0521371406298 0.0481314200426 0.0520649904816 0.0560068499274
Herato06 Herato0606 5050253.0 225000.0 0.04974318564 0.0421932375429 0.0475004557555 0.0640855699208
Herato06 Herato0606 5100253.0 275000.0 0.0669519426801 0.0358547873736 0.0685411538715 0.128580747448
Herato06 Herato0606 5150253.0 325000.0 0.042957942382 0.033908426706 0.043511122242 0.054142827908
Herato06 Herato0606 5200253.0 375000.0 0.0543212857869 0.050133368988 0.0543721958211 0.0585447317012
Herato06 Herato0606 5250253.0 425000.0 0.0919200191142 0.0810359371424 0.0909681638792 0.109789720711
Herato06 Herato0606 5300253.0 475000.0 0.07882435916 0.07456740388 0.0788773875 0.08300628994
Herato06 Herato0606 5350253.0 525000.0 0.089700923934 0.083895691336 0.089547170976 0.096475614216
Herato06 Herato0606 5400253.0 575000.0 0.103569532244 0.09536718125 0.103442953898 0.11320008992
Herato06 Herato0606 5450253.0 625000.0 0.08642480056 0.0826869941 0.08638700486 0.09158968702
Herato06 Herato0606 5500253.0 675000.0 0.076492524048 0.07362642107 0.076612207754 0.07977636942
Herato06 Herato0606 5550253.0 725000.0 0.031354350404 0.03008208311 0.031469145524 0.0330891284
Herato06 Herato0606 5600253.0 775000.0 0.0346582122 0.0333586542 0.03478017072 0.03648359136
Herato06 Herato0606 5650253.0 825000.0 0.054321299902 0.050053353364 0.054571745408 0.059921471318
Herato06 Herato0606 5700253.0 875000.0 0.05118345522 0.04751585392 0.05129340546 0.05513659816
Herato06 Herato0606 5750253.0 925000.0 0.053792053878 0.041620827874 0.053019933174 0.069175018182
Herato06 Herato0606 5800253.0 975000.0 0.05600881094 0.051820777864 0.05625027718 0.0609571149
Herato06 Herato0606 5850253.0 1025000.0 0.036437648244 0.0332152950808 0.03639718931 0.040183332724
Herato06 Herato0606 5900253.0 1075000.0 0.043429190403 0.0376810743141 0.0430836722786 0.051136782879
Herato06 Herato0606 5950253.0 1125000.0 0.053172690036 0.0472589305224 0.05275120384 0.059816237854
Herato06 Herato0606 6000253.0 1175000.0 0.0408051964696 0.0367317109052 0.0410548375092 0.0451550782822
Herato06 Herato0606 6050253.0 1225000.0 0.053282429838 0.044716839984 0.053184848718 0.062824198154
Herato06 Herato0606 6100253.0 1275000.0 0.06049860734 0.05229904602 0.05725458582 0.07379861428
Herato06 Herato0606 6150253.0 1325000.0 0.09105470366 0.08142024536 0.09205230574 0.1012359555
Herato06 Herato0606 6200253.0 1375000.0 0.06237580198 0.05833461655 0.06243851052 0.06646670314
Herato06 Herato0606 6250253.0 1425000.0 0.095647801896 0.08422927598 0.095739216004 0.107548121896
Herato06 Herato0606 6300253.0 1475000.0 0.08219493116 0.07773178572 0.08175480434 0.08730279752
Herato06 Herato0606 6350253.0 1525000.0 0.10985056312 0.10553111604 0.11003435338 0.11438935864
Herato06 Herato0606 6400253.0 1575000.0 0.1076365864 0.105306918 0.1075791484 0.1111528456
Herato06 Herato0606 6450253.0 1625000.0 0.1030702108 0.1000278436 0.1027447946 0.107884407
Herato06 Herato0606 6500253.0 1675000.0 0.113371310904 0.103758717514 0.113361920224 0.124341667634
Herato06 Herato0606 6550253.0 1725000.0 0.09005169254 0.08239344626 0.08899491928 0.10886116618
Herato06 Herato0606 6600253.0 1775000.0 0.08288785384 0.07587071132 0.08274729304 0.09086020838
Herato06 Herato0606 6650253.0 1825000.0 0.0818775634 0.0790097249 0.081530656 0.08675837708
Herato06 Herato0606 6700253.0 1875000.0 0.07486407374 0.07237545264 0.07451767204 0.07802225632
Herato06 Herato0606 6750253.0 1925000.0 0.06917974742 0.06612450052 0.06887484554 0.07182147046
Herato06 Herato0606 6800253.0 1975000.0 0.068153722488 0.064475778192 0.068036066292 0.071591987172
Herato06 Herato0606 6850253.0 2025000.0 0.06359949166 0.06171563616 0.06341672594 0.06584727102
Herato06 Herato0606 6900253.0 2075000.0 0.090023127 0.07417365142 0.08887980522 0.11021028804
Herato06 Herato0606 6950253.0 2125000.0 0.07778566352 0.067624834894 0.078410097924 0.08507684706
Herato06 Herato0606 7000253.0 2175000.0 0.07895590098 0.07417225932 0.0789475977 0.08357295374
Herato06 Herato0606 7050253.0 2225000.0 0.039237015746 0.0364676842 0.039136981718 0.042830621786
Herato06 Herato0606 7100253.0 2275000.0 0.068403073018 0.0565822659412 0.069595972016 0.07815142504
Herato06 Herato0606 7150253.0 2325000.0 0.0915040455 0.0837393523 0.0909952584 0.1006772055
Herato06 Herato0606 7200253.0 2375000.0 0.0523533288462 0.047817676865 0.0522332243224 0.0578674980424
Herato06 Herato0606 7250253.0 2425000.0 0.091287442086 0.08850513846 0.09108986041 0.096073991538
Herato06 Herato0606 7300253.0 2475000.0 0.069043807181 0.0644646921484 0.0690099570472 0.0735148825452
Herato06 Herato0606 7350253.0 2525000.0 0.07366603488 0.07012784862 0.07246158954 0.08725913292
Herato06 Herato0606 7400253.0 2575000.0 0.07352969704 0.064307294374 0.07394261344 0.07729411424
Herato06 Herato0606 7450253.0 2625000.0 0.08825293906 0.08487350858 0.0879735624 0.09235095602
Herato06 Herato0606 7500253.0 2675000.0 0.082015814412 0.077731042136 0.08203048232 0.087371911472
Herato06 Herato0606 7550253.0 2725000.0 0.050780704084 0.0474036876078 0.0507404849828 0.0545859116854
Herato06 Herato0606 7600253.0 2775000.0 0.0898470409986 0.0793000835588 0.0889500029238 0.102565093129
Herato06 Herato0606 7650253.0 2825000.0 0.0614458575945 0.0529817712225 0.0612313971824 0.0716208757596
Herato06 Herato0606 7700253.0 2875000.0 0.075183248086 0.0657208365808 0.074737615782 0.087587592694
Herato06 Herato0606 7750253.0 2925000.0 0.05234535021 0.049229935604 0.052523949512 0.055206446644
Herato06 Herato0606 7800253.0 2975000.0 0.0794469689 0.067741582832 0.079562985436 0.090010179098
Herato06 Herato0606 7850253.0 3025000.0 0.09770495568 0.09242731814 0.09767687602 0.10286340636
Herato06 Herato0606 7900253.0 3075000.0 0.0739205192172 0.0660174537503 0.074361397939 0.0786242345756
Herato06 Herato0606 7950253.0 3125000.0 0.11606219604 0.10931955656 0.11549787212 0.1245777498
Herato06 Herato0606 8000253.0 3175000.0 0.11665983634 0.10359342436 0.1165963714 0.13134448714
Herato06 Herato0606 8050253.0 3225000.0 0.08387186068 0.0666915825097 0.0839756173388 0.10242946862
Herato06 Herato0606 8100253.0 3275000.0 0.0500179901 0.0460371847 0.0501039643 0.0510466814
Herato06 Herato0606 8150253.0 3325000.0 0.0469158125239 0.0343219457202 0.0473275284428 0.0604145118332
Herato06 Herato0606 8200253.0 3375000.0 0.1085143404 0.102204088 0.1084243368 0.1153646144
Herato06 Herato0606 8250253.0 3425000.0 0.091402231572 0.084773824132 0.091322546524 0.0993305418
Herato06 Herato0606 8300253.0 3475000.0 0.092521761792 0.0741356687372 0.091553009306 0.121429236944
Herato06 Herato0606 8350253.0 3525000.0 0.0535289553679 0.0496389492959 0.0536557667173 0.0576208473058
Herato06 Herato0606 8400253.0 3575000.0 0.025893662841 0.0239311945832 0.0255208326998 0.029347081922
Herato06 Herato0606 8450253.0 3625000.0 0.05740226992 0.04980838962 0.05685021802 0.068522106
Herato06 Herato0606 8500253.0 3675000.0 0.07295226778 0.06778875642 0.07252276148 0.07943553562
Herato06 Herato0606 8550253.0 3725000.0 0.0808019056336 0.0628648905368 0.0801799803044 0.105220916068
Herato06 Herato0606 8600253.0 3775000.0 0.085266443302 0.079252956442 0.085338521076 0.09255375408
Herato06 Herato0606 8650253.0 3825000.0 0.05230313448 0.046019315466 0.05201517659 0.06035526014
Herato06 Herato0606 8700253.0 3875000.0 0.1140766344 0.1086187092 0.1137867446 0.1198644342
Herato06 Herato0606 8750253.0 3925000.0 0.1063791004 0.1020042682 0.1055810926 0.1138779502
Herato06 Herato0606 8800253.0 3975000.0 0.104836241 0.099978853 0.1020272394 0.1228210476
Herato06 Herato0606 8850253.0 4025000.0 0.08222608028 0.077974124076 0.080890636466 0.09068067865
Herato06 Herato0606 8900253.0 4075000.0 0.0853119883018 0.0619623322251 0.0832644546614 0.120999924808
Herato06 Herato0606 8950253.0 4125000.0 0.052938683688 0.047761229486 0.052921195546 0.05819207986
Herato06 Herato0606 9000253.0 4175000.0 0.050103972678 0.046004925038 0.049956223324 0.054523981246
Herato06 Herato0606 9050253.0 4225000.0 0.081420712724 0.07482379258 0.081354669486 0.08786056066
Herato06 Herato0606 9100253.0 4275000.0 0.08968350954 0.08488882542 0.08994033234 0.09322272528
Herato06 Herato0606 9150253.0 4325000.0 0.06838375012 0.06526505024 0.06828663804 0.07311171648
Herato06 Herato0606 9200253.0 4375000.0 0.027839203264 0.026842992368 0.027783430488 0.029207337298
Herato06 Herato0606 9250253.0 4425000.0 0.031157017418 0.028799698222 0.03107583722 0.034064521656
Herato06 Herato0606 9300253.0 4475000.0 0.0467133674672 0.0451333991973 0.0465915132982 0.0495443641412
Herato06 Herato0606 9350253.0 4525000.0 0.051959589622 0.039777687708 0.05192438293 0.073634266842
Herato06 Herato0606 9400253.0 4575000.0 0.04834398382 0.0416652115872 0.048532508428 0.05465158192
Herato06 Herato0606 9450253.0 4625000.0 0.047978351274 0.042227618036 0.04771552252 0.055339193718
Herato06 Herato0606 9500253.0 4675000.0 0.0804776308094 0.0731294152387 0.0797314012828 0.0880867987
Herato06 Herato0606 9550253.0 4725000.0 0.0451881040112 0.041883688393 0.0450942090784 0.0483811341488
Herato06 Herato0606 9600253.0 4775000.0 0.044729293474 0.039468879928 0.044390981908 0.051169633072
Herato06 Herato0606 9650253.0 4825000.0 0.066370158184 0.059882468916 0.066176559002 0.07315989207
Herato06 Herato0606 9700253.0 4875000.0 0.0542886391 0.0410749052826 0.051977978895 0.0796870438336
Herato06 Herato0606 9750253.0 4925000.0 0.043850831142 0.040059679672 0.043665468342 0.047839384444
Herato06 Herato0606 9800253.0 4975000.0 0.027091255054 0.024769737106 0.0272275417056 0.029412431524
Herato06 Herato0606 9850253.0 5025000.0 0.0186506565762 0.0166693672916 0.018590531055 0.020895452155
Herato06 Herato0606 9900253.0 5075000.0 0.0414774046286 0.0262768943747 0.040233641078 0.0677921071464
Herato06 Herato0606 9950253.0 5125000.0 0.04458822006 0.0404996614 0.0445994177 0.04921658252
Herato06 Herato0606 10000253.0 5175000.0 0.050346133194 0.0447442274224 0.050451264546 0.056100681334
Herato06 Herato0606 10050253.0 5225000.0 0.0269378665617 0.0235360750091 0.0268525569602 0.0311589605895
Herato06 Herato0606 10100253.0 5275000.0 0.03910524782 0.037057799404 0.03896393102 0.0421056976
Herato06 Herato0606 10150253.0 5325000.0 0.041900135276 0.037091263918 0.041750714274 0.048385608368
Herato06 Herato0606 10200253.0 5375000.0 0.0486767452102 0.0367986797218 0.0490687737314 0.064028903048
Herato06 Herato0606 10250253.0 5425000.0 0.055479889562 0.052570858334 0.055348970728 0.057793331094
Herato06 Herato0606 10300253.0 5475000.0 0.048255090678 0.0448943733242 0.047997350056 0.052365747108
Herato06 Herato0606 10350253.0 5525000.0 0.0238074105282 0.0215129231232 0.0236270989712 0.0271876950298
Herato06 Herato0606 10400253.0 5575000.0 0.0494590966523 0.0453808909238 0.0494887855881 0.053488806928
Herato06 Herato0606 10450253.0 5625000.0 0.039374930624 0.0300137210548 0.038430815938 0.053654331986
Herato06 Herato0606 10500253.0 5675000.0 0.036565676524 0.035227249602 0.036495346054 0.0381358744
Herato06 Herato0606 10550253.0 5725000.0 0.048906684298 0.0446664891298 0.048705413418 0.054881169552
Herato06 Herato0606 10600253.0 5775000.0 0.0590173466 0.04912019032 0.05847671578 0.07156428338
Herato06 Herato0606 10650253.0 5825000.0 0.0445640418094 0.0380686954995 0.0441011593926 0.0539296837352
Herato06 Herato0606 10700253.0 5875000.0 0.048626425346 0.044202727612 0.048680116822 0.053123638246
Herato06 Herato0606 10750253.0 5925000.0 0.039650133332 0.036251194884 0.0396775352208 0.0430865307336
Herato06 Herato0606 10800253.0 5975000.0 0.0168445393074 0.0135647774169 0.0166056054298 0.0216992189918
Herato06 Herato0606 10850253.0 6025000.0 0.0239698669507 0.0168580444185 0.0237352412992 0.0332855837304
Herato06 Herato0606 10900253.0 6075000.0 0.0272434566376 0.0249531177586 0.0270322097994 0.0306746158682
Herato06 Herato0606 10950253.0 6125000.0 0.0293945642858 0.0274138144516 0.0291921877636 0.0319584444122
Herato06 Herato0606 11000253.0 6175000.0 0.04898729901 0.041168036075 0.0483072931314 0.0601621272754
Herato06 Herato0606 11050253.0 6225000.0 0.0862691471 0.0760805555 0.0875051146 0.09329645534
Herato06 Herato0606 11100253.0 6275000.0 0.07115062614 0.06697191094 0.07132983126 0.07457652124
Herato06 Herato0606 11150253.0 6325000.0 0.047304582142 0.041068984918 0.047057371542 0.054097570422
Herato06 Herato0606 11200253.0 6375000.0 0.0305897258598 0.0271557119371 0.0303409309716 0.035184363512
Herato06 Herato0606 11250253.0 6425000.0 0.0586016220316 0.0120307250097 0.0539712867323 0.151939310268
Herato06 Herato0606 11300253.0 6475000.0 0.011906945308 0.0099974244784 0.011893447666 0.013699415094
Herato06 Herato0606 11350253.0 6525000.0 0.032029399172 0.029500983994 0.031973365658 0.0349901857
Herato06 Herato0606 11400253.0 6575000.0 0.047326514046 0.03591734377 0.045770493592 0.06672046202
Herato06 Herato0606 11450253.0 6625000.0 0.05117714627 0.047996473734 0.05126594568 0.053807175112
Herato06 Herato0606 11500253.0 6675000.0 0.0546587177384 0.0505152880896 0.0544443485456 0.0599625466512
Herato06 Herato0606 11550253.0 6725000.0 0.053053520474 0.0424882650493 0.053803918023 0.060774335164
Herato06 Herato0606 11600253.0 6775000.0 0.0533625720642 0.0479228359922 0.0532211478164 0.0591273008448
Herato06 Herato0606 11650253.0 6825000.0 0.0474282187626 0.0320975436263 0.0479601243526 0.0707604628144
Herato06 Herato0606 11700253.0 6875000.0 0.088561808802 0.070675787714 0.0882816591102 0.11112037944
Herato06 Herato0606 11750253.0 6925000.0 0.09091181946 0.0861137596 0.09062055288 0.09569052812
Herato06 Herato0606 11800253.0 6975000.0 0.08142376788 0.07747820352 0.08102288032 0.08563939304
Herato06 Herato0606 11850253.0 7025000.0 0.041863808038 0.038617274358 0.041636587714 0.045332812848
Herato06 Herato0606 11900253.0 7075000.0 0.0572032675383 0.0460640791097 0.0565742378119 0.0703461153718
Herato06 Herato0606 11950253.0 7125000.0 0.013043928178 0.0086896513056 0.0129806037762 0.017297257814
Herato06 Herato0606 12000253.0 7175000.0 0.0473370807826 0.0402966910585 0.0471592622124 0.055764868436
Herato06 Herato0606 12050253.0 7225000.0 0.0361668366362 0.0322829133465 0.036141077013 0.040165341602
Herato06 Herato0606 12100253.0 7275000.0 0.105873350902 0.096242354096 0.105394730316 0.116235860656
Herato06 Herato0606 12150253.0 7325000.0 0.049439508812 0.0396192417092 0.048268335494 0.06569066505
Herato06 Herato0606 12200253.0 7375000.0 0.0753806906916 0.0570339043982 0.0758022367498 0.08663558425
Herato06 Herato0606 12250253.0 7425000.0 0.0493756852856 0.0452854213738 0.0492930021669 0.0563019343308
Herato06 Herato0606 12300253.0 7475000.0 0.06157862588 0.055704074114 0.061292603552 0.06810236974
Herato06 Herato0606 12350253.0 7525000.0 0.0511890626504 0.0466160308872 0.0511410229148 0.0559672266938
Herato06 Herato0606 12400253.0 7575000.0 0.07539126222 0.067008032494 0.0749690231 0.08564018516
Herato06 Herato0606 12450253.0 7625000.0 0.0785866187056 0.0695097936112 0.078229309599 0.0890905907012
Herato06 Herato0606 12500253.0 7675000.0 0.0522264031 0.04872545238 0.05178211528 0.05579897486
Herato06 Herato0606 12550253.0 7725000.0 0.06770590106 0.057732702048 0.06854392704 0.07772341002
Herato06 Herato0606 12600253.0 7775000.0 0.0614473481766 0.0499646369596 0.0604683651764 0.0793127692924
Herato06 Herato0606 12650253.0 7825000.0 0.0540432053 0.0518559221 0.053746309 0.0564802302
Herato06 Herato0606 12700253.0 7875000.0 0.063873252736 0.060242779694 0.063465189126 0.06950176098
Herato06 Herato0606 12750253.0 7925000.0 0.07336606524 0.07143314256 0.07226910912 0.07752989868
Herato06 Herato0606 12800253.0 7975000.0 0.082771917576 0.07681584645 0.082448455988 0.089038843416
Herato06 Herato0606 12850253.0 8025000.0 0.0706476567824 0.0637026066096 0.0711726003082 0.0765996944044
Herato06 Herato0606 12900253.0 8075000.0 0.0644079368454 0.0554929489103 0.0639994506722 0.076816454934
Herato06 Herato0606 12950253.0 8125000.0 0.0565688036464 0.0490938042882 0.0568831124496 0.0618519128496
Herato06 Herato0606 13000253.0 8175000.0 0.0650857222 0.05955876296 0.06539455926 0.06787351036
Herato06 Herato0606 13050253.0 8225000.0 0.06101981004 0.0550658721 0.06063691898 0.06728624254
Herato06 Herato0606 13100253.0 8275000.0 0.0582465284 0.05299094628 0.05753592868 0.06664030506
Herato06 Herato0606 13150253.0 8325000.0 0.06916585344 0.06618448724 0.06885525916 0.07304791744
Herato06 Herato0606 13200253.0 8375000.0 0.10610090208 0.09946452892 0.10606077086 0.11350823384
Herato06 Herato0606 13250253.0 8425000.0 0.0660699015246 0.0616367296267 0.0654454654314 0.0723969782278
Herato06 Herato0606 13300253.0 8475000.0 0.087186113488 0.06654892569 0.0828585983668 0.1292465822
