chrom scaffold Cposition position mean p0025 p0500 p0975
Herato06 Herato0606 13350253.0 8525000.0 0.06831467424 0.06436297956 0.06806523506 0.07219256798
Herato06 Herato0606 13400253.0 8575000.0 0.04547544902 0.04327732618 0.04523946858 0.04855005662
Herato06 Herato0606 13450253.0 8625000.0 0.0617249059 0.0573313924 0.06193304878 0.0670902176
Herato06 Herato0606 13500253.0 8675000.0 0.07618655396 0.07245893726 0.0754779503 0.08019170846
Herato06 Herato0606 13550253.0 8725000.0 0.06406749456 0.05977716452 0.06389636498 0.06868304406
Herato06 Herato0606 13600253.0 8775000.0 0.06728513566 0.060751135166 0.0671658761 0.07629681112
Herato06 Herato0606 13650253.0 8825000.0 0.0319993134144 0.0297727826771 0.0319527495184 0.0347899777552
Herato06 Herato0606 13700253.0 8875000.0 0.055366047452 0.045710261778 0.055705371582 0.06580176206
Herato06 Herato0606 13750253.0 8925000.0 0.0595287622619 0.0494297132491 0.0589975999354 0.0748425782224
Herato06 Herato0606 13800253.0 8975000.0 0.0624277112716 0.0228120563936 0.0590085963216 0.122633672889
Herato06 Herato0606 13850253.0 9025000.0 0.032608430388 0.0254185254795 0.032123873756 0.041221516766
Herato06 Herato0606 13900253.0 9075000.0 0.058680534464 0.050504544432 0.057811576066 0.070354009396
Herato06 Herato0606 13950253.0 9125000.0 0.052263889174 0.04939579285 0.052166829822 0.055217255094
Herato06 Herato0606 14000253.0 9175000.0 0.061545345364 0.05800763829 0.061488627422 0.064904615646
Herato06 Herato0606 14050253.0 9225000.0 0.064707904226 0.0588556529481 0.064842999528 0.071574347028
Herato06 Herato0606 14100253.0 9275000.0 0.0868603686 0.0826135194 0.0875054976 0.0916023168
Herato06 Herato0606 14150253.0 9325000.0 0.06862992564 0.06550648476 0.06887345064 0.07160269632
Herato06 Herato0606 14200253.0 9375000.0 0.067160911758 0.0613373930236 0.067211980966 0.073238814678
Herato06 Herato0606 14250253.0 9425000.0 0.073177812166 0.065813873804 0.0724231234 0.081808014984
Herato06 Herato0606 14300253.0 9475000.0 0.07446004272 0.07108231296 0.075043996 0.07779177616
Herato06 Herato0606 14350253.0 9525000.0 0.09448921228 0.09303290704 0.094462739 0.09709848084
Herato06 Herato0606 14400253.0 9575000.0 0.089681424788 0.078007677739 0.09024454778 0.094325302214
Herato06 Herato0606 14450253.0 9625000.0 0.0904253658 0.08650036164 0.09006446064 0.0964040616
Herato06 Herato0606 14500253.0 9675000.0 0.06210278213 0.060422583696 0.061979605738 0.064683554634
Herato06 Herato0606 14550253.0 9725000.0 0.084971605698 0.082470146598 0.084819135084 0.08810147853
Herato06 Herato0606 14600253.0 9775000.0 0.063971460372 0.049954424486 0.064043532422 0.078659527122
Herato06 Herato0606 14650253.0 9825000.0 0.10038144896 0.096136734103 0.100140468142 0.106247488482
Herato06 Herato0606 14700253.0 9875000.0 0.074018761812 0.0660830616188 0.0723172106596 0.09060593784
Herato06 Herato0606 14750253.0 9925000.0 0.060179395726 0.0516053100304 0.0596278531148 0.072105135522
Herato06 Herato0606 14800253.0 9975000.0 0.065949952338 0.061283862286 0.06605112426 0.070325740806
Herato06 Herato0606 14850253.0 10025000.0 0.050663203248 0.044999647102 0.05062826743 0.056601348014
Herato06 Herato0606 14900253.0 10075000.0 0.049257098986 0.04298878234 0.049199744896 0.056308472898
Herato06 Herato0606 14950253.0 10125000.0 0.0537591718 0.04627639732 0.05321179578 0.06440767394
Herato06 Herato0606 15000253.0 10175000.0 0.0604608501 0.058020851 0.0603653589 0.0630520436
Herato06 Herato0606 15050253.0 10225000.0 0.073258700344 0.0614671963728 0.073053084208 0.086560980712
Herato06 Herato0606 15100253.0 10275000.0 0.0545096961262 0.0311111970601 0.0503374573937 0.101433803705
Herato06 Herato0606 15150253.0 10325000.0 0.0386590604764 0.029455616769 0.0378287945952 0.0529506941526
Herato06 Herato0606 15200253.0 10375000.0 0.035221937878 0.0267245037846 0.0347969972308 0.0460526250586
Herato06 Herato0606 15250253.0 10425000.0 0.033194191592 0.030202704426 0.033114805612 0.036819298466
Herato06 Herato0606 15300253.0 10475000.0 0.032164886926 0.029388031398 0.03181573756 0.041336207578
Herato06 Herato0606 15350253.0 10525000.0 0.0394347061928 0.033039195221 0.0390965720783 0.0504605526346
Herato06 Herato0606 15400253.0 10575000.0 0.03971136708 0.0367620884 0.03986543192 0.04243909904
Herato06 Herato0606 15450253.0 10625000.0 0.03013871178 0.027846882194 0.030100678864 0.032966399724
Herato06 Herato0606 15500253.0 10675000.0 0.0436726273374 0.0396335340158 0.0436308835052 0.0482166480832
Herato06 Herato0606 15550253.0 10725000.0 0.0517160972004 0.0463936419912 0.0516937672366 0.057727505884
Herato06 Herato0606 15600253.0 10775000.0 0.0274506203772 0.025053641728 0.0274865047612 0.029905323362
Herato06 Herato0606 15650253.0 10825000.0 0.0575198998032 0.0533929182426 0.0574963155962 0.062038753842
Herato06 Herato0606 15700253.0 10875000.0 0.041673589392 0.03772310032 0.041652701968 0.0466223103
Herato06 Herato0606 15750253.0 10925000.0 0.043296800148 0.0330839555916 0.043078515136 0.05496366539
Herato06 Herato0606 15800253.0 10975000.0 0.0524786462 0.047508453 0.05204327466 0.0586320438
Herato06 Herato0606 15850253.0 11025000.0 0.0646953717146 0.025232427244 0.0556556165094 0.153909549809
Herato06 Herato0606 15900253.0 11075000.0 0.018765374594 0.015819845378 0.01891021622 0.021834165546
Herato06 Herato0606 15950253.0 11125000.0 0.0413982326854 0.0299666584316 0.0407361870425 0.0566830481472
Herato06 Herato0606 16000253.0 11175000.0 0.028723548302 0.026986033136 0.028369486548 0.031859232808
Herato06 Herato0606 16050253.0 11225000.0 0.0300560326571 0.0256089739389 0.029748515154 0.03654190209
Herato06 Herato0606 16100253.0 11275000.0 0.0421722303923 0.0369212413339 0.042146762606 0.0479124856226
Herato06 Herato0606 16150253.0 11325000.0 0.0605696530506 0.0561858272406 0.0602663510856 0.0656944906
Herato06 Herato0606 16200253.0 11375000.0 0.064260434588 0.0561683172512 0.065009452906 0.071322711502
Herato06 Herato0606 16250253.0 11425000.0 0.07875109821 0.067556107148 0.078652396782 0.089294453444
Herato06 Herato0606 16300253.0 11475000.0 0.0576397031288 0.0435562501409 0.0575373075414 0.0719697015383
Herato06 Herato0606 16350253.0 11525000.0 0.0482736297672 0.0419127212934 0.047818401474 0.0578445234778
Herato06 Herato0606 16400253.0 11575000.0 0.049781556392 0.044412898016 0.049652247648 0.05542797498
Herato06 Herato0606 16450253.0 11625000.0 0.06513163036 0.0610011552679 0.0645388919065 0.0707695994508
Herato06 Herato0606 16500253.0 11675000.0 0.0817849084 0.078273730668 0.08118148978 0.08651176602
Herato06 Herato0606 16550253.0 11725000.0 0.036189624303 0.028991199073 0.036075375633 0.0437505341096
Herato06 Herato0606 16600253.0 11775000.0 0.034949666366 0.0291836183976 0.034601506225 0.04290816525
Herato06 Herato0606 16650253.0 11825000.0 0.064819385108 0.05749902139 0.064745222708 0.072984233368
Herato06 Herato0606 16700253.0 11875000.0 0.0487546741422 0.0395776921407 0.0480975573692 0.059658777036
Herato06 Herato0606 16750253.0 11925000.0 0.0565458291597 0.0204173782341 0.0495570455229 0.128552838335
Herato06 Herato0606 16800253.0 11975000.0 0.014218658065 0.0127199781285 0.0141086737868 0.0163219770462
Herato06 Herato0606 16850253.0 12025000.0 0.0526342232636 0.0452307817564 0.0525304966416 0.0606601226008
Herato06 Herato0606 16900253.0 12075000.0 0.0656810796965 0.0496427278576 0.0657479323963 0.082759718708
Herato06 Herato0606 16950253.0 12125000.0 0.0328668485647 0.0281994023809 0.0328195772136 0.0377965767827
Herato06 Herato0606 17000253.0 12175000.0 0.044724731872 0.0354269173752 0.04491566273 0.05466473286
Herato06 Herato0606 17050253.0 12225000.0 0.043683848492 0.041033067182 0.043537966492 0.047037000842
Herato06 Herato0606 17100253.0 12275000.0 0.05511408527 0.051167772694 0.05505187747 0.05953926648
Herato06 Herato0606 17150253.0 12325000.0 0.04125177618 0.0389460184916 0.0411165644838 0.04402553356
Herato06 Herato0606 17200253.0 12375000.0 0.045069338958 0.038539299916 0.044671334142 0.053161760892
Herato06 Herato0606 17250253.0 12425000.0 0.0307413296712 0.0244509682418 0.0291250822892 0.0472138592056
Herato06 Herato0606 17300253.0 12475000.0 0.072565601336 0.06798256191 0.072631201372 0.077400946164
Herato06 Herato0606 17350253.0 12525000.0 0.051877314654 0.046384194468 0.051797421362 0.057508023628
Herato06 Herato0606 17400253.0 12575000.0 0.10989395684 0.10231028468 0.10952079 0.11825142278
Herato06 Herato0606 17450253.0 12625000.0 0.069132419236 0.062761846274 0.069120587934 0.07582147828
Herato06 Herato0606 17500253.0 12675000.0 0.077359728494 0.0727446971459 0.0774924825554 0.08392418956
Herato06 Herato0606 17550253.0 12725000.0 0.0879875654 0.0844906306 0.0884542354 0.0915420168
Herato06 Herato0606 17600253.0 12775000.0 0.0763919453234 0.0679125501495 0.0756245359624 0.0889871743376
Herato06 Herato0606 17650253.0 12825000.0 0.04954412038 0.0462677436 0.04950634318 0.05395191628
Herato06 Herato0606 17700253.0 12875000.0 0.062406289772 0.052039654204 0.06185222941 0.076483705588
Herato06 Herato0606 17750253.0 12925000.0 0.0260892122926 0.0146100793981 0.0250937543937 0.0448012526518
Herato06 Herato0606 17800253.0 12975000.0 0.025186765536 0.0229132450956 0.0251719639256 0.027143961046
Herato06 Herato0606 17850253.0 13025000.0 0.0413189570298 0.0298876158987 0.0397823111198 0.061580079844
Herato06 Herato0606 17876592.0 13075000.0 0.00313713243092 0.0029004840814 0.00311392406273 0.00343643836819
Herato06 Herato0607 17896103.0 25000.0 0.0183941500743 0.0176606348577 0.0182404133234 0.0194612639921
Herato06 Herato0608 17939275.0 25000.0 0.021204848647 0.0175167215379 0.0199659341736 0.0282089955392
Herato06 Herato0608 17964444.0 75000.0 0 0 0 0
Herato06 Herato0609 17989614.0 25000.0 0.0438417435634 0.0383213472424 0.0433247524858 0.0514154067378
Herato06 Herato0609 18039614.0 75000.0 0.036009020934 0.031358983442 0.036221266334 0.04125582834
Herato06 Herato0609 18089614.0 125000.0 0.0262581230172 0.0248965291602 0.0261896304122 0.027904203892
Herato06 Herato0609 18139614.0 175000.0 0.077580504488 0.0480442219677 0.0722423362844 0.130368241048
Herato06 Herato0609 18189614.0 225000.0 0.060904429018 0.0419605916158 0.059355351108 0.092853397052
Herato06 Herato0609 18239614.0 275000.0 0.046273735502 0.040652829502 0.045685126622 0.052669563568
Herato06 Herato0609 18289614.0 325000.0 0.0423702163264 0.0377205018828 0.0421424304384 0.0474505688512
Herato06 Herato0609 18339614.0 375000.0 0.0452939748518 0.0376620948942 0.0446785789364 0.055386065206
Herato06 Herato0609 18389614.0 425000.0 0.045323821268 0.0384575212438 0.044311600382 0.055526428022
Herato06 Herato0609 18439614.0 475000.0 0.041062612174 0.0326824071608 0.041174678864 0.051337849264
Herato06 Herato0609 18489614.0 525000.0 0.05086935547 0.04146426577 0.048980143284 0.063694447416
Herato06 Herato0609 18539614.0 575000.0 0.068890296334 0.060684403768 0.068884998582 0.07816094287
Herato06 Herato0609 18589614.0 625000.0 0.0380417059201 0.0360091489833 0.0377866532721 0.0410764972656
Herato06 Herato0609 18639614.0 675000.0 0.0335387063128 0.0293185466664 0.0335042639902 0.037155497154
Herato06 Herato0609 18689614.0 725000.0 0.0327201410094 0.0289055745025 0.0325561651926 0.0384205286964
Herato06 Herato0609 18739614.0 775000.0 0.04866207058 0.04049901442 0.04851463732 0.05376910602
Herato06 Herato0609 18789614.0 825000.0 0.045984244996 0.0425668599049 0.0457336851402 0.050640480886
Herato06 Herato0609 18839614.0 875000.0 0.06034501246 0.0576127209 0.06007274388 0.0640077598
Herato06 Herato0609 18889614.0 925000.0 0.026450718332 0.0214331081874 0.02632516243 0.03385580308
Herato06 Herato0609 18939614.0 975000.0 0.0379866677846 0.0345847302673 0.0379268410838 0.0420809433114
Herato06 Herato0609 18989614.0 1025000.0 0.03257539525 0.0272133682603 0.032402202583 0.037158057526
Herato06 Herato0609 19039614.0 1075000.0 0.0208648949104 0.017481772946 0.0207394889798 0.0250461426256
Herato06 Herato0609 19089614.0 1125000.0 0.0409228194918 0.0254214307086 0.0391354688596 0.069164735831
Herato06 Herato0609 19139614.0 1175000.0 0.0314851740824 0.0280568890956 0.0316824013938 0.034101672676
Herato06 Herato0609 19189614.0 1225000.0 0.0451435737414 0.0267358441686 0.0421045914682 0.0804892934508
Herato06 Herato0609 19239614.0 1275000.0 0.032059933476 0.0237441978156 0.0334445098496 0.04275165308
Herato06 Herato0609 19289614.0 1325000.0 0.0512630609864 0.035487667362 0.0499741292192 0.0777690269758
